sasdate,CPI_raw,CPI_t
2018-08-01,251.663,0.17857254132316314
2018-09-01,252.182,0.20601581183248285
2018-10-01,252.772,0.2336847588066071
2018-11-01,252.594,-0.07044399795823608
2018-12-01,252.767,0.06846591120321932
2019-01-01,252.561,-0.08153120801193126
2019-02-01,253.319,0.29967603671732235
2019-03-01,254.277,0.37746599164281136
2019-04-01,255.233,0.37526294749232747
2019-05-01,255.296,0.02468028273403533
2019-06-01,255.213,-0.03251656708549433
2019-07-01,255.802,0.23052171103783436
2019-08-01,256.036,0.09143518703291775
2019-09-01,256.43,0.15376632893948639
2019-10-01,257.155,0.2823293054042608
2019-11-01,257.879,0.28114667260625836
2019-12-01,258.63,0.29079862276493174
2020-01-01,259.127,0.1919820118897242
